"name","scientific_name","description","image_link","cleaned_name","cleaned_description"
"Amazon River Dolphin (Pink Dolphin)","Inia geoffrensis","The Amazon river dolphin (boto) is a freshwater toothed whale endemic to the Amazon and Orinoco river basins, known for its flexible neck, long beak, and variable coloration (often gray to pink).","https://a-z-animals.com/media/2022/09/iStock-1249745814-1024x682.jpg","amazon river dolphin","The [REDACTED] [REDACTED] [REDACTED] (boto) is a freshwater toothed whale endemic to the [REDACTED] and Orinoco [REDACTED] basins, known for its flexible neck, long beak, and variable coloration (often gray to [REDACTED])."
"Amazon Tree Boa","Corallus hortulanus","A slender, arboreal boa characterized by extreme color polymorphism (gray, brown, yellow, orange, red, and sometimes mottled patterns). Primarily nocturnal and adapted to life in trees.","https://a-z-animals.com/media/2022/04/shutterstock_1382762939-1024x614.jpg","amazon tree boa","A slender, arboreal [REDACTED] characterized by extreme color polymorphism (gray, brown, yellow, orange, red, and sometimes mottled patterns). Primarily nocturnal and adapted to life in [REDACTED]s."
"Amazonian Royal Flycatcher","Onychorhynchus coronatus","A small Amazonian forest flycatcher famous for its dramatic, fan-shaped crest (rarely displayed) and its sallying insect-catching behavior from shaded perches.","https://a-z-animals.com/media/2022/10/Amazonian-Royal-Flycatcher-1024x683.jpg","amazonian royal flycatcher","A small [REDACTED] forest [REDACTED] famous for its dramatic, fan-shaped crest (rarely displayed) and its sallying insect-catching behavior from shaded perches."
"Amberjack","Seriola","Amberjacks are fast-swimming, predatory marine jacks (family Carangidae), most commonly the genus Seriola. They are pelagic to semi-pelagic fishes of coastal and offshore waters, valued in commercial and sport fisheries and (for some species) aquaculture.","https://a-z-animals.com/media/2026/01/shutterstock-2074254997-huge-licensed-scaled-1024x680.jpg","amberjack","[REDACTED]s are fast-swimming, predatory marine jacks (family Carangidae), most commonly the genus Seriola. They are pelagic to semi-pelagic fishes of coastal and offshore waters, valued in commercial and sport fisheries and (for some species) aquaculture."
"Ambrosia Beetle","Curculionidae","Ambrosia beetles are small, cylindrical wood-boring beetles (technically weevils) that excavate galleries in wood and “farm” symbiotic ambrosia fungi as their primary food source. Many species attack stressed or recently dead trees, while some invasive species can infest apparently healthy hosts and act as serious forestry or horticultural pests.","https://a-z-animals.com/media/2021/12/ambrosia-beetle2-1024x535.jpg","ambrosia beetle","[REDACTED]s are small, cylindrical wood-boring [REDACTED]s (technically weevils) that excavate galleries in wood and “farm” symbiotic [REDACTED] fungi as their primary food source. Many species attack stressed or recently dead trees, while some invasive species can infest apparently healthy hosts and act as serious forestry or horticultural pests."
"American Alligator","Alligator mississippiensis","A large North American crocodilian and apex/keystone wetland predator, characterized by a broad U-shaped snout, dark armored body, and powerful tail. It is one of the most recognizable reptiles of the southeastern United States.","https://a-z-animals.com/media/2022/02/Shutterstock_276233597-1024x614.jpg","american alligator","A large North [REDACTED] crocodilian and apex/keystone wetland predator, characterized by a broad U-shaped snout, dark armored body, and powerful tail. It is one of the most recognizable reptiles of the southeastern United States."
"American Alsatian","Canis lupus familiaris","The American Alsatian is a selectively bred domestic dog developed primarily for a large, wolf-like (often ‘dire wolf’-inspired) appearance and a companion-oriented temperament. It is not a separate wild taxon and is not generally treated as a standardized breed by major all-breed kennel clubs (status can vary by registry/community).","https://a-z-animals.com/media/american-alsatian-1-1024x768.jpg","american alsatian","The [REDACTED] is a selectively bred domestic dog developed primarily for a large, wolf-like (often ‘dire wolf’-inspired) appearance and a companion-oriented temperament. It is not a separate wild taxon and is not generally treated as a standardized breed by major all-breed kennel clubs (status can vary by registry/community)."
"American Bulldog","Canis lupus familiaris","The American Bulldog is a medium-to-large, muscular domestic dog breed historically associated with working roles (e.g., farm utility, catch dog) and now also kept as a companion. It is a breed within the domestic dog (Canis lupus familiaris).","https://a-z-animals.com/media/2023/10/shutterstock-2211550355-huge-licensed-scaled-766x1024.jpg","american bulldog","The [REDACTED] is a medium-to-large, muscular domestic dog breed historically associated with working roles (e.g., farm utility, catch dog) and now also kept as a companion. It is a breed within the domestic dog (Canis lupus familiaris)."
"American Bully","Canis lupus familiaris","The American Bully is a modern companion-oriented dog breed/type developed in the United States from bully-type terrier and bulldog lineages. It is typically characterized by a muscular build, broad chest, blocky head, and a temperament commonly selected for sociability and stability as a pet.","https://a-z-animals.com/media/2022/07/shutterstock_2171951447-1024x614.jpg","american bully","The [REDACTED] is a modern companion-oriented dog breed/type developed in the United States from [REDACTED]-type terrier and bulldog lineages. It is typically characterized by a muscular build, broad chest, blocky head, and a temperament commonly selected for sociability and stability as a pet."
"American Cocker Spaniel","Canis lupus familiaris","The American Cocker Spaniel is a small-to-medium companion and sporting dog breed developed in the United States from cocker-type spaniels, known for a rounded head, expressive eyes, long feathered ears, and a profuse silky coat.","https://a-z-animals.com/media/2025/08/shutterstock-2150997081-huge-licensed-scaled-1024x683.jpg","american cocker spaniel","The [REDACTED] is a small-to-medium companion and sporting dog breed developed in the United States from [REDACTED]-type [REDACTED]s, known for a rounded head, expressive eyes, long feathered ears, and a profuse silky coat."
"American Cockroach","Periplaneta americana","A large blattid cockroach species widely distributed globally (often in warm urban environments) and commonly considered a pest; despite the name, it likely originated in Africa and spread via commerce.","https://a-z-animals.com/media/2021/10/American-cockroach-header-1024x439.jpg","american cockroach","A large blattid [REDACTED] species widely distributed globally (often in warm urban environments) and commonly considered a pest; despite the name, it likely originated in Africa and spread via commerce."
"American Coonhound","Canis lupus familiaris","The American English Coonhound is a U.S.-developed scenthound breed within the domestic dog (Canis lupus familiaris), historically selected for tracking and treeing game—especially raccoon—using scent over long distances and varied terrain.","https://a-z-animals.com/media/2019/10/American-coonhound-close-up-2-1024x535.jpg","american coonhound","The [REDACTED] English [REDACTED] is a U.S.-developed scenthound breed within the domestic dog (Canis lupus familiaris), historically selected for tracking and treeing game—especially raccoon—using scent over long distances and varied terrain."
"American Dog Tick","Dermacentor variabilis","A hard-bodied tick (Ixodidae) native to much of North America; adults commonly feed on medium-to-large mammals (including dogs and humans), while immature stages often feed on small mammals.","https://a-z-animals.com/media/2022/02/American-Dog-Tick-header-1024x535.jpg","american dog tick","A hard-bodied [REDACTED] (Ixodidae) native to much of North America; adults commonly feed on medium-to-large mammals (including [REDACTED]s and humans), while immature stages often feed on small mammals."
"American Eel","Anguilla rostrata","A catadromous eel native to eastern North America: it grows mainly in fresh and brackish waters (rivers, lakes, estuaries) but migrates to the Sargasso Sea to spawn. It has a long, snake-like body, small embedded scales, and a mucus-coated skin; life stages include glass eel, elver, yellow eel, and silver eel.","https://a-z-animals.com/media/2026/02/shutterstock-2641873211-huge-licensed-scaled-1024x683.jpg","american eel","A catadromous [REDACTED] native to eastern North America: it grows mainly in fresh and brackish waters (rivers, lakes, estuaries) but migrates to the Sargasso Sea to spawn. It has a long, snake-like body, small embedded scales, and a mucus-coated skin; life stages include glass [REDACTED], elver, yellow [REDACTED], and silver [REDACTED]."
"American Eskimo Dog","Canis lupus familiaris","The American Eskimo Dog is a spitz-type domestic dog breed known for its white double coat, compact build, high intelligence, and strong trainability; it is commonly kept as a companion and performance (agility/obedience) dog.","https://a-z-animals.com/media/2019/10/American-Eskimo-Dog-close-up-1024x535.jpg","american eskimo dog","The [REDACTED] is a spitz-type domestic [REDACTED] breed known for its white double coat, compact build, high intelligence, and strong trainability; it is commonly kept as a companion and performance (agility/obedience) [REDACTED]."
